question,choices,answer
"A user on an online shopping platform has clicked the following list of products. Select the product that the user may interact with next.
Product Sequence: 
Roll of Quality Bubble Wrap Clear Small and Large Strong Great for House Moving and Removals (Small, 500mm x 50m)
Roll of Quality Bubble Wrap Clear Small and Large Strong Great for House Moving and Removals (Small, 500mm x 100m)
Roll of Quality Bubble Wrap Clear Small and Large Strong Great for House Moving and Removals (Large, 1000mm x 50m)
Roll of Quality Bubble Wrap Clear Small and Large Strong Great for House Moving and Removals (Small, 500mm x 50m)
Roll of Quality Bubble Wrap Clear Small and Large Strong Great for House Moving and Removals (Small, 500mm x 100m)
Roll of Quality Bubble Wrap Clear Small and Large Strong Great for House Moving and Removals (Large, 1000mm x 50m)
Pukka Pad, Pukka Post – Lightweight Protective Bubble Cushioning Wrap for Packaging and Mailing, Small Air Bubbles, 300mm x 20m Roll, Clear for Packing or Storage Boxes
Pukka Pad, Pukka Post –Lightweight Protective Bubble Cushioning Wrap for Packaging and Mailing, Small Air Bubbles, 300mm x 5m Roll, Clear for Packing or Storage Boxes
Roll of Quality Bubble Wrap Clear Small and Large Strong Great for House Moving and Removals (Small, 500mm x 50m)
Roll of Quality Bubble Wrap Clear Small and Large Strong Great for House Moving and Removals (Small, 500mm x 100m)
Pukka Pad, Pukka Post –Lightweight Protective Bubble Cushioning Wrap for Packaging and Mailing, Small Air Bubbles, 300mm x 5m Roll, Clear for Packing or Storage Boxes
Pukka Pad, Pukka Post – Lightweight Protective Bubble Cushioning Wrap for Packaging and Mailing, Small Air Bubbles, 300mm x 20m Roll, Clear for Packing or Storage Boxes
","['Mantuos Fan Heaters, Electric Heater for Home and Office lower energy, 750W- 1200W, Portable Heater with 2-speed space Heating Set,Overheat Portable Electric Radiator (white)', 'Colgate Sensitive Instant Relief Enamel Repair Toothpaste, 75ml', '4 Pieces Braided Hair Clips, Sparkling Crystal Stone Braided Hair Clips, Double Layer Hair Clips - No-Slip Grip Jaw Clips Clips Rhinestone Hair Clips for Women Girls (G)', 'Triplast Large Roll of Bubble Wrap 500mm x 100m – Air Bubbles Packaging for House Moving & Packing Storage Boxes']",3
"A user on an online shopping platform has clicked the following list of products. Select the product that the user may interact with next.
Product Sequence: 
HDMI Extension Cable, JSAUX 1M 4K@60Hz HDR High Speed HDMI 2.0 Extender HDMI Male to Female Lead Support 3D, 18Gbps, ARC, Ethernet Compatible for TV Stick, Roku Fire Stick, Blu-Ray, PS3/PS4 - Red
HDMI Extension Cable, JSAUX 1M 4K@60Hz HDR High Speed HDMI 2.0 Extender HDMI Male to Female Lead Support 3D, 18Gbps, ARC, Ethernet Compatible for TV Stick, Roku Fire Stick, Blu-Ray, PS3/PS4 - Grey
HDMI Extension Cable, JSAUX 1M 4K@60Hz HDR High Speed HDMI 2.0 Extender HDMI Male to Female Lead Support 3D, 18Gbps, ARC, Ethernet Compatible for TV Stick, Roku Fire Stick, Blu-Ray, PS3/PS4 - Red
iVANKY HDMI Cable 1M, 4K@60Hz High-Speed HDMI 2.0 Cable, Support HDR, ARC, 3D, Ethernet
iVANKY HDMI Cable 1M, 4K@60Hz High-Speed HDMI 2.0 Cable, Support HDR, ARC, 3D, Ethernet
Amazon Basics High-Speed, 4K Ultra HD HDMI 2.0 Cable / Cord, 60 Hz, 2160p, 48 bit, 18 Gbps, 3D, male-to-male, 0.9m (2.9ft)
rhinocables Gold High-Speed HDMI Extension Cable, Extender Lead Supports 1080p, Full HD, HDTV, 3D 4K, Audio, Ethernet (50cm, Black)
","['Luxurlife High Stretch Sofa Covers 3 Seater Super Soft Loveseat Cover Upgraded Modern Sofa Slipcover for Dogs Pets Non Slip Furniture Protector with Elastic Bottom Machine Washable (1 Seater, Sand)', 'POSCA Colouring - PC-5M Full Spectrum Set of 16 - In 2 Gift Boxes', 'rhinocables Gold High-Speed HDMI Extension Cable, Extender Lead Supports 1080p, Full HD, HDTV, 3D 4K, Audio, Ethernet (1m, Black)', '60 PCS Paper Cups Disposable Party Cups Drinking Cups for Picnic,Weddings,Birthday Party']",2
"A user on an online shopping website has just viewed the following sequence of products. What product may the user view next?
Product Sequence: 
SUFUBAI Cartoon Mini Night Light DIY Cute Dog Night Light LED Desk Lamp Portable Adjustable Night Light Eye-Protection for Home Office College Dorm Room Girls Boys Decor Gift(Beige), Apricot
SUFUBAI Cartoon Mini Night Light DIY Cute Dog Night Light LED Desk Lamp Portable Adjustable Night Light Eye-Protection for Home Office College Dorm Room Girls Boys Decor Gift(Orange)
SUFUBAI Cartoon Mini Night Light DIY Cute Deer Night Light LED Desk Lamp Portable Adjustable Night Light Eye-Protection for Home Office College Dorm Room Girls Boys Decor Gift(Deer-Blue)
SUFUBAI Cartoon Mini Night Light DIY Cute Dog Night Light LED Desk Lamp Portable Adjustable Night Light Eye-Protection for Home Office College Dorm Room Girls Boys Decor Gift(Multicolor)
Xyfw 6 Pcs Mini Desk Lamp, LED Dog Light, Small Phone Holder Dog Lamp, Adjustable Phone Stand Night Light for Kids Boys Girls, Assorted/Dog, 5 x 7 x 9 cm/1.96 x 2.75 x 3.54 inch
Xyfw 6 Pcs Mini Desk Lamp, Led Dog Light, Small Phone Holder Dog Lamp, Adjustable Phone Stand Night Light for Kids Boys Girls, 5 x 7 x 9 cm/1.96 x 2.75 x 3.54 inch
Xyfw 6 Pcs Mini Desk Lamp, LED Dog Light, Small Phone Holder Dog Lamp, Adjustable Phone Stand Night Light for Kids Boys Girls, Assorted/Dog, 5 x 7 x 9 cm/1.96 x 2.75 x 3.54 inch
SUFUBAI Cartoon Mini Night Light DIY Cute Dog Night Light LED Desk Lamp Portable Adjustable Night Light Eye-Protection for Home Office College Dorm Room Girls Boys Decor Gift(Beige), Apricot
SUFUBAI Cartoon Mini Night Light DIY Cute Dog Night Light LED Desk Lamp Portable Adjustable Night Light Eye-Protection for Home Office College Dorm Room Girls Boys Decor Gift(Orange)
SUFUBAI Cartoon Mini Night Light DIY Cute Deer Night Light LED Desk Lamp Portable Adjustable Night Light Eye-Protection for Home Office College Dorm Room Girls Boys Decor Gift(Deer-Blue)
SUFUBAI Cartoon Mini Night Light DIY Cute Dog Night Light LED Desk Lamp Portable Adjustable Night Light Eye-Protection for Home Office College Dorm Room Girls Boys Decor Gift(Orange)
","['No7 City Light Tinted Moisturiser Medium', 'Elex® 12L Galvanised Metal with lid Fireside Ash Bucket & Handle metal bucket with lid,log bucket,Ash bucket', 'Yorkshire Tea, 250g', 'LFDecor 4PCS Night Light Led Night Lights Puppy Dog Night Lamp Mini Cute Cell Phone Stand Portable Desk Lamp Decorative Ornaments Light for Kids Women Bedroom Gifts, E (B, 3 Pcs)']",3
"A user on an online shopping website has just viewed the following sequence of products. What product may the user view next?
Product Sequence: 
LE Bottle Lights with Cork, 2M 20 LED Bottle Lights, Warm White Christmas Lights Battery Operated, 8 Pack LED Cork Lights for Gin, Wine, Table Decorations, Party, Christmas Decorations and More
Bottle Lights with Cork,12 Pack 2m 20 LED Cork Lights for Bottles, Battery Operated Fairy Lights, Wine Bottle Lights for Party, Birthday, Wedding, Home Pub Table Centrepieces Decoration(Cool White)
Bottle Lights with Cork,12 Pack 2m 20 LED Cork Lights for Bottles, Battery Operated Bottle Lights, Wine Bottle Lights for Party, Birthday, Wedding, Home Pub Table Centrepieces Decoration(Warm White)
Bottle Lights with Cork,12 Pack 2m 20 LED Cork Lights for Bottles, Battery Operated Bottle Lights, Wine Bottle Lights for Christmas, Birthday, Wedding (Multi Color)
Bottle Lights with Cork,12 Pack 2m 20 LED Cork Lights for Bottles, Battery Operated Bottle Lights, Wine Bottle Lights for Party, Birthday, Wedding, Home Pub Table Centrepieces Decoration(Warm White)
Bottle Lights with Cork,12 Pack 2m 20 LED Cork Lights for Bottles, Battery Operated Fairy Lights, Wine Bottle Lights for Party, Birthday, Wedding, Home Pub Table Centrepieces Decoration(Cool White)
[10 Pack & 60 PC LR44 Batteries] Ooklee Bottle Lights, 2m 20 LED Cork Lights for Wine Bottles, Copper Wire Fairy String Light for Home Table Party Wedding DIY Garden Jar Decoration Gift (Cold White)
","['Bibi Doll - 20"" Lifelike Large Size Soft Bodied Baby Doll Girls Boys Toy With Dummy & Sounds (Spotty Coat)', 'Newthinking PVC Table Cloth, Wipe Clean Plastic Tablecloth PVC Waterproof, 135x180cm Square Wipeable Table Cloth Protector for Kitchen Picnic Outdoor Indoor, Black', 'Ooklee Wine Bottle Lights,10 Pack with 30 Spare Battery Operated,2m 20 LED Copper Wire Fairy String Cork Light for DIY Indoor Outdoor Table Parties Wedding Christmas Bedroom Decoration(Warm White)', 'Eletrand 2-Socket Cigarette Lighter Adapter,12V/24V DC Outlet Splitter with Dual USB Ports Car Charger Compatible with iPhone, iPad, Tablet, Android, Samsung, GPS, Dashcam, Radar Detector and More']",2
"A user on an online shopping platform has clicked the following list of products. Select the product that the user may interact with next.
Product Sequence: 
Ashwagandha Extract 1000mg 180 Tablets UK Made. Pharmaceutical Grade Supplement, Mood Stress
365 x Ashwagandha 1000mg | 1 Year Supply | 1000mg Per Tablet High Strength Vegan Ashwagandha Tablets (Not Capsules or Pills) of Pure Ashwagandha Powder UK Made
120 x Ashwagandha 1000mg Tablets | 4 Month Supply | 1000mg Per Tablet High Strength Vegan Ashwagandha Tablets (Not Capsules or Pills) of Pure Ashwagandha Powder UK Made
365 x Ashwagandha 1000mg | 1 Year Supply | 1000mg Per Tablet High Strength Vegan Ashwagandha Tablets (Not Capsules or Pills) of Pure Ashwagandha Powder UK Made
Ashwagandha Extract 1000mg 180 Tablets UK Made. Pharmaceutical Grade Supplement, Mood Stress
Organic Ashwagandha KSM-66 Capsules - 550mg (Highly Concentrated 10:1 Extract Ratio Equivalent to 5500mg) - with 5% Withanolides - 90 Vegan Capsules - Natural Ayurveda - Made in UK by VitaBright
Organic Ashwagandha KSM-66® with BioPerine® - 1650mg - 5% Withanolides - Most Bioavailable Full-Spectrum Root Extract - Not Tablets or Powder - 90 Vegan Capsules
Organic Ashwagandha KSM-66®️ with 5% Withanolides - Vegan Friendly with The Highest Concentration Most Bioavailable Full-Spectrum Root Powder - Made in The UK by Nutravita
Organic Ashwagandha Capsules - 1000mg Ashwagandha Root Powder per Serving - 120 Vegan Capsules with Black Pepper - High Strength Herbal Supplement - Organic Certified by Soil Association
","['GL.iNet GL-MT300N-V2 (Mango) Wireless Mini Portable VPN Travel Router, Mobile Hotspot in Pocket, WiFi Repeater Bridge, Range Extender, OpenVPN Client, 300Mbps High Performance, 128MB RAM', 'Organic Ashwagandha KSM 66 1200mg | 120 Count | Vegan Powder Capsule Supplement | by Horbaach', 'Sucute Wooden Tea Box 9 Compartments Jewellery Organiser Chest Storage Box Wood Sugar Package Container 15 x 15 x 5 cm', 'Wilton Icing Colour Gel Paste Rainbow Colours Set - 6 x 28g pots']",1
"A user on an online shopping website has just viewed the following sequence of products. What product may the user view next?
Product Sequence: 
Tefal Access Steam Pocket Clothes Steamer, Handheld, 1300 W, 120ML, Black, White & Rose Gold, DT3030
Swan Portable Garment Steamer, Lightweight, Jet Steam, Cloth Friendly Ceramic Coated Steam Panel, Removes Bacteria and Odours, 1500W, 300ml Water Tank, 25 g Steam Rate, SI12022N
Russell Hobbs 25591 Steam Genie Essential Hand Held Steamer - Handheld Clothes Steamer for Garments, Curtains and Soft Furnishings Ideal for Travel, 1600 Watts, White
Russell Hobbs 28040 Steam Genie Aroma - Handheld Clothes Steamer for Garments, Curtains and Soft Furnishings, Kills Up to 99.9% of Bacteria
Swan Portable Garment Steamer, Lightweight, Jet Steam, Cloth Friendly Ceramic Coated Steam Panel, Removes Bacteria and Odours, 1500W, 300ml Water Tank, 25 g Steam Rate, SI12022N
Tefal Access Steam+ Handheld Clothes Steamer, 1600 W, Black and Silver, DT8150
Tefal Handheld Clothes Steamer, Powerful 90g/min Steam Boost, Ready to Use in 25 Seconds, Black and Silver, DT8250
Swan Portable Garment Steamer, Lightweight, Jet Steam, Cloth Friendly Ceramic Coated Steam Panel, Removes Bacteria and Odours, 1500W, 300ml Water Tank, 25 g Steam Rate, SI12022N
Russell Hobbs 27220 Steam Genie Hand Held Steamer - Handheld Clothes Steamer for Garments, Curtains and Soft Furnishings, 1800 Watt
Russell Hobbs 28040 Steam Genie Aroma - Handheld Clothes Steamer for Garments, Curtains and Soft Furnishings, Kills Up to 99.9% of Bacteria
","['BEAUTURAL Steamer for Clothes, Portable Handheld Garment Fabric Wrinkles Remover, 30-Second Fast Heat-up, Auto-Off, Large Detachable Water Tank', 'Pretty Jolly Blue Flowers Artificial for Decoration, Artificial Plants & Flowers, Dusty Blue Bouquet for DIY Wedding Bouquets Centerpieces Garlands Floral Arrangements Decorations', 'SUPERTHINGS Training Tower – Training tower with lights and sound, 1 SuperThing and 1 exclusive Kazoom Kid. & Balloon Boxer – Large vehicle plus two attachable vehicles', 'DASNTERED Small Daisy Water Bottles, 500ml Plastic Transparent Frosted Water Bottle, BP-A Free, Portable Reusable Leak-Proof Water Bottle With Rope for School Travel(Matte 4 Flower)']",0
"A user on an online shopping website has just viewed the following sequence of products. What product may the user view next?
Product Sequence: 
Speedo Adult Unisex Futura Biofuse Flexiseal Swimming Goggles, Extra Comfort, Cushioned Fit, Black/Smoke, One Size
Speedo Futura Biofuse Flexiseal Swimming Goggles, Extra Comfort, Cushioned Fit, Black and Smoke, Adult Unisex Size
Speedo Women's Futura Biofuse Flexiseal Goggles, Diva/White/Peppermint, One Size
Speedo Women's Futura Biofuse Flexiseal Goggles, Ecstatic Pink/Black/Smoke, One Size
Speedo Adult Unisex Futura Biofuse Flexiseal Swimming Goggles, Extra Comfort, Cushioned Fit, Black/Smoke, One Size
Speedo Futura Biofuse Flexiseal Swimming Goggles, Extra Comfort, Cushioned Fit, Black and Smoke, Adult Unisex Size
Good Boy - Rawhide Cigars - Dog Chews - Made From 100 Percent Natural Hide - Pack of 25 - Dog Treats Natural
","['Good Boy - Large Rawhide Chomp Sticks - Dog Chews - Made From 100 Percent Natural Hide - Pack of 100 - Dog Treats Natural', 'Barbie GCG67 Dreamtopia Magic Mermaid Doll, with Outfit and Tail Included Crayola Washable Colour Wands, Multi', 'PROUSKY 4 Pcs Spare Cord Pull for Ceiling Switch, Light Pull Cord String for Ceiling Switches Bathroom Light - White Pack of 4', 'Paul John Cask Classic Indian Single Malt Whiskey, 70 cl & Brilliance Indian Single Malt Whisky 70 cl']",0
"A user on an online shopping platform has clicked the following list of products. Select the product that the user may interact with next.
Product Sequence: 
Rimmel London Match Perfection Liquid Foundation, 30ml
Rimmel London Match Perfection Liquid Foundation, 30ml
Rimmel Match Perfection Liquid Foundation, 30ml
Rimmel London Match Perfection Foundation, SPF 15, 501 Noisette, 30 ml
Rimmel London Match Perfection Liquid Foundation, 101 Classic Ivory, 30ml
Rimmel London Match Perfection Liquid Foundation, 30ml
","['2Pcs Disposable Baby Blue Gold Dot Confetti Party Table Cloth 54*108 inch Large Plastic Waterproof Table Cover Rectangular Tablecloth for Birthday,Baby Shower,Wedding,Picnic,Party Decoration', 'Targus universal Business Travel Laptop bag women 15.6 inch laptop case waterproof Multifunctional Computer AntiTheft Commuters Rucksack laptop sleeve Messenger Bags men Notebook large briefcase Black', 'Rimmel London Match Perfection Foundation SPF20, 103 True Ivory', 'MiniSun Round Modern 3 Tier Fabric Ceiling Pendant Lamp Light Shade in Herringbone']",2
"A user on an online shopping website has just viewed the following sequence of products. What product may the user view next?
Product Sequence: 
Rimmel Extra 3D Lash Volumising Mascara, Extreme Black, 8ml & Extra Super Lash Volumising Mascara, Black, 8ml
Rimmel Extra 3D Lash Volumising Mascara, 8ml
Collection Cosmetics Pressed Powder, Velvety Matte Finish,""15g"", Ivory
Collection Cosmetics Pressed Powder, Velvety Matte Finish, 17g, Candlelight
COLLECTION Pressed Powder, Translucent , 15 gm
Rimmel London Lasting Finish Lipstick, 5 Rosy Pink, 4 g, Packaging May Vary
Rimmel London Lasting Finish Long-lasting Lipstick, 210 Coral in Gold, 4 g
","['Rimmel London Lasting Finish Lipstick, 86 Sugar Plum, 4 g', 'Estee Lauder Double Wear Stay-In-Place Makeup - 2C1 Pure Beige For Women 1 oz Makeup', 'Guinea Pig And Small Animals Fleece Liner For C&C Cage.', 'Barbie School Set Includes Barbie Backpack, Water Bottle, Pencil Case and Scratch Art - School Bags for Girls']",0
"A user on an online shopping website has just viewed the following sequence of products. What product may the user view next?
Product Sequence: 
DESTROY ALL HUMANS 2 REPROBED
God of War Ragnarök (PS4)
God of War Ragnarök | PS5 Digital Deluxe Edition | PlayStation Store Gift Card 80 GBP | PSN Voucher UK account | PS4/PS5 Download Code
God of War Ragnarök (PS4)
God of War Ragnarök (PS5)
DESTROY ALL HUMANS 2 REPROBED
PlayStation 5 Console
PlayStation 5 Console
Red Dead Redemption 2 (XBox One)
","['Norton 360 Deluxe 2023, Antivirus software for 5 Devices and 1-year subscription with automatic renewal, Includes Secure VPN and Password Manager, PC/Mac/iOS/Android, Activation Code by email', 'Babyliss Pro Titanium Expressions Big Hair', 'Hey Clay E73358 Aliens Set-Colourful Modeling Kids-Air Dry Clay Kit 15 cans and Sculpting Tools with Fun Interactive Instructions App, Multicolored', '45cm Giant Golden Sparklers | Extra Long Burn Time for Indoor and Outdoor Use | Sparklers For Weddings, Birthdays, Bonfire Night, Christmas, New Year | Safe for Children Above 16 Years (30 Sparklers)']",0
"A user on an online shopping website has just viewed the following sequence of products. What product may the user view next?
Product Sequence: 
Satargo 4 Digit Combination Padlock for Gym Locker - Indoor and Outdoor Weatherproof Padlock with Code - Cut Resistant Digital School Locker Padlock (Black)
Satargo 4 Digit Combination Padlock for Gym Locker - Indoor and Outdoor Weatherproof Padlock with Code - Cut Resistant Digital School Locker Padlock (Yellow)
Chyaya Combination Padlock, 4 Digit Padlocks with Code, Locker Padlock for Gym Locker, Weatherproof Outdoor Padlock for Fence gate, Shed, Garage, Shed, Backyard, Hasp Locker (1 Pack Black)
Greoer Combination Lock Sterling Combination Padlock, 4 Digit Combination Padlock, Padlock Weatherproof for School Luggage Gym Locker Suitcase (Blue)
Greoer Combination Lock Sterling Combination Padlock, 4 Digit Combination Padlock, Padlock Weatherproof for School Luggage Gym Locker Suitcase (Black)
Chyaya Combination Padlock, 4 Digit Padlocks with Code, Locker Padlock for Gym Locker, Weatherproof Outdoor Padlock for Fence gate, Shed, Garage, Shed, Backyard, Hasp Locker (1 Pack Black)
Matrix | Brass Off | Blue Toning Shampoo and Conditioner to Correct Orange Undertones on Lightened Brunettes, Total Results, Duo Set
Matrix | Brass Off | Blue Toning Shampoo and Conditioner to Correct Orange Undertones on Lightened Brunettes, Total Results, Duo Set
Matrix | Brass Off | Blue Toning Shampoo and Conditioner to Correct Orange Undertones on Lightened Brunettes, Total Results, Duo Set
Matrix | Brass Off | Blue Toning Shampoo and Conditioner to Correct Orange Undertones on Lightened Brunettes, Total Results, Duo Set
","['Utopia Bedding Duvet Cover Double - Soft Microfibre Duvet Cover with Pillow cases - Bedding Quilt Cover Set (Purple)', 'Marine Magnesium – Together Health – from Natural Marine Salts – 5 Natural Forms of Magnesium – Vegan Friendly – Made in The UK – 90 Vegecaps - Pack of 3', 'Matrix Total Results Brass Off SHAMPOO And CONDITIONER 300ml Duo Pack | For Neutralizing Brassy Tones And Enhancing Blonde Hair', 'MyMAX – Super Fast 1300mA Magic Tag Type C Qi Wireless Charging Receiver and Adapter for Google Pixel, Samsung, Huawei, LG, Sony, Motorola, Nokia, HTC and other USB-C Android Phones (Model: M1300)']",2
"A user on an online shopping platform has clicked the following list of products. Select the product that the user may interact with next.
Product Sequence: 
Disney Princess Advent Calendar 2022 Kids Stationery Supplies Christmas Advent Gifts for Girls
QKI London Makeup Beauty Advent Calendar 2022 Women Make Up Set Teenagers Girls Adult Beauty Products Christmas Advent Present (LONDON THEME)
Advent Calendar for Girls, Christmas Countdown Calendar 2022 for Kids, 24 Days Jewelry Xmas Count Down Gifts, Including Hair Accessories, Unicorn Bracelet, Ring, Hair Clips, Necklace,Coin Purse
Advent Calendar 2022 Girls,Charm Bracelet Advent Calendar ，24-Day Christmas Countdown Calendar Gift for 4 5 6 7 8-12+ Girls DIY Bracelet Making Kit
Fidget Advent Calendars for Kids, Christmas Advent Calendars 2022 Countdown 24 Days, Pop Bubble Toy Surprise Box Christmas Advent Calendar Sensory Fidget Toy Packs, Surprise Gifts for Girls
LEGO 60352 City Advent Calendar 2022, Childrens' Christmas Toys with Santa Claus Minifigure & Festive Playmat, Countdown Present for Kids
","['Silentnight Ultimate Deep Sleep Topper - Extra Thick Deep Mattress Topper Luxury Cotton Soft - Machine Washable Support Bed Toppers Covers Pad', 'SEEKONE Mini Heat Gun, 600W Dual Temperature Heat Gun 300℃&500℃, with Overload Protection and Long Cable for Crafts, Embossing, Paint Stripping, Shrink Wrap, and Heat Shrink Tube', 'Air Wick Air Freshener Freshmatic Auto Spray Refill PURPLE LAVENDER MEADOW, Pack of 4, 250 ml x 4, (Lasts up to 270 days)', 'Minecraft Advent Calendar 2022, Countdown Calendar for Kids (Multicolor)']",3
"A user on an online shopping website has just viewed the following sequence of products. What product may the user view next?
Product Sequence: 
LAMAZE, Flannery the Fox Baby Toy Clip On Baby Pram Toy Pushchair Toy with Baby Teether Newborn Sensory Toy for Babies Boys Girls From 0-6 Months, Multi
LAMAZE Freddie The Firefly - Clip on Pram and Pushchair Newborn Baby Toy, Sensory Toy for Babies Boys and Girls From 0 - 6 Months
LAMAZE, Flannery the Fox Baby Toy Clip On Baby Pram Toy Pushchair Toy with Baby Teether Newborn Sensory Toy for Babies Boys Girls From 0-6 Months, Multi
LAMAZE Jacques the Peacock, Clip on Pram and Pushchair Newborn Baby Toy, Sensory Toy for Babies Boys and Girls from 0 to 6 Months
LAMAZE My Friend Emily, Clip on Pram and Pushchair Newborn Baby Toy, Sensory Toy for Babies Boys and Girls from 0 to 6 Months
LAMAZE Freddie The Firefly - Clip on Pram and Pushchair Newborn Baby Toy, Sensory Toy for Babies Boys and Girls From 0 - 6 Months
","['Bulk L-Theanine Powder, 50 g, Packaging May Vary', 'One of Those Faces: A Novel', 'Ashtray with Lid, Stainless Steel Cigarette Cigar Ashtray Bin for Indoor or Outdoor', 'Pampers Baby Nappies Size 2 (4-8 kg / 9-18 lbs), Harmonie, 132 Nappies, SAVING PACK, Baby Essentials For Newborn']",3
"A user on an online shopping website has just viewed the following sequence of products. What product may the user view next?
Product Sequence: 
Fairytale Friends -United Oddsocks - 6 Oddsocks for Kids UK 9-12 EU 27-30.5
Bamboozle - United Oddsocks - Ladies Box of 6 Odd Socks - UK 4-8 EUR 37-42
5 Pairs Women Socks Funny Cute Animal Ladies Socks Cat Dog Socks Gifts for Women, One Size Brown
5 Pairs Mens Womens Funny Novelty Socks Colorful Pattern Odd Animal Multipack Socks for Men Gifts for Women One Size A-bule
5 Pairs Mens Womens Funny Novelty Socks Colorful Pattern Odd Animal Multipack Socks for Men Gifts for Women One Size C-green
5 Pairs Women Socks Funny Cute Animal Ladies Socks Cat Dog Socks Gifts for Women, One Size Orange
","['A Private Spy: The Letters of John le Carré 1945-2020', 'Peek-a-Boo - United Oddsocks - 6 Odd socks for Kids UK 9-12 EU 27-30', 'Party Squad rose gold happy birthday banner foil balloons party decoration supply for kids adults girls and boys confetti balloons', 'White Foam Balls, 4 Sizes Polystyrene Balls 80pcs Craft Foam Balls for School Project, Art Craft and DIY Christmas Decoration']",1
"A user on an online shopping platform has clicked the following list of products. Select the product that the user may interact with next.
Product Sequence: 
CoBak Trifold Case For All New iPad 10th generation (2022, 10.9Inch) with Pencil Holder, Trifold Stand Case with Soft TPU Back, Auto Sleep/Wake Cover, Black
CoBak Trifold Case For All New iPad 10th generation (2022, 10.9Inch) with Pencil Holder, Trifold Stand Case with Soft TPU Back, Auto Sleep/Wake Cover, Lilac Purple
MoKo Case for iPad 10th Generation Case 2022, Slim Stand Protective iPad 10.9 Inch Case Coverwith Hard PC Translucent Back Shell, Auto Wake/Sleep, Azure
MoKo Case for iPad 10th Generation Case 2022, Slim Stand Hard Back Shell Smart Cover iPad 10.9 Inch Case with Auto Wake/Sleep, Navy Blue
TiMOVO Case for iPad 10th Generation Case 2022, Slim Stand Cover for iPad 10th Gen 10.9 inch, Support Touch ID, Auto Wake/Sleep Smart Shell with Translucent Back, Fit iPad 10 Case, Abyss Blue
TiMOVO Case for iPad 10th Generation Case 2022, Slim Stand Cover for iPad 10th Gen 10.9 inch, Support Touch ID, Auto Wake/Sleep Smart Shell with Translucent Back, Fit iPad 10 Case, Cloud Peacock Blue
","['JETech Screen Protector for iPad 10 (10.9-Inch, 2022 Model, 10th Generation), 9H Tempered Glass Film, HD Clear, 2-Pack', 'WATINC 25Pcs Squeeze Toy and 5Pcs Mini Food Squeeze Cream Scented Panda Donuts Bunny Squeeze Toys for Kids Home Decor Toy Gift, Kawaii Squeezable Slow Rising Stress Relief, Goodie Bag Egg Filler', 'ATFIPAN Dentures Cosmetic Veneer, Natural Tone Instant Veneers Dental Silicone Tooth Whitening Temporary Prosthesis Teeth Top Bottom False Teeth Dental Prostheses Men and Women Veneer,2 pairs', 'eMKay® Crystal Clear Hard Disposable Reusable Heavy Duty Plastic Shot Glasses 30ml - 1 oz (50), Transparent']",0
