question,choices,answer
"A user on a French online shopping website has just viewed the following sequence of products. What product may the user view next?
Product Sequence: 
VTech - 194905 - Tut Tut Bolides - Super Calendrier de l'Avent
VTech - 183705 - Super Calendrier De L'avent - Tut Tut Bolides
VTech 192905 Tut Tut Animo - Super Calendrier de l'Avent - Version FR
VTech - 177705 Tut Tut Copains - Super Calendrier du père Noël - Version FR
Vileda - Recharge Balai à plat officielle - Version 2en1 Microfibre, Blanc et Rouge - Pour vadrouilles UltraMax, UltraMax Plus et Easy Wring UltraMax
Vileda Recharge Ultramax Power 2en1 - Lot de 2 & Housse Micro & Coton pour Balai à Plat Ultramax, 120g
","[""mrampr Classeur d'albums de cartes à 9 poches, avec porte-cartes et 24 pages, contenant jusqu'à 432 cartes C02"", 'Cléopâtre - CT2L-PAILL2 - Lot 2 kg Colle Transparente + Tubes Paillettes + boîtes rangements & Cléopâtre-PM250-Produit Magique pour Faire du Slime en 250ml, Transparent, 250 ml', 'Vileda Recharge Ultramax Power 2en1 - Lot de 2', 'Hama - 202-67 - Loisirs Créatifs - Baril de 10000 Perles à Repasser - Taille Midi - Mix 22 couleurs - Coloris aléatoire']",2
"A user on a French online shopping platform has clicked the following list of products. Select the product that the user may interact with next.
Product Sequence: 
flintronic Thermomètre Hygrometre Intérieur, Petit Thermomètre Hygromètre Digital à Haute Précision, Moniteur de Température et Humidimètre Indicateur du Niveau de Confort pour Maison, Bureau
flintronic Thermomètre Hygrometre Intérieur, 2PCS Mini Thermomètre Hygromètre Digital à Haute Précision, Moniteur de Température et Humidimètre Indicateur du Niveau de Confort pour Maison, Bureau
flintronic Thermomètre Hygrometre Interieur, 3PCS Mini Thermomètre Hygromètre Intérieur Digital à Haute Précisio,Thermomètre Précis et Hygromètre pour La maison,Le bureau,Les Reptiles,La Pépinière
flintronic Thermomètre Hygrometre Intérieur, Petit Thermomètre Hygromètre Digital à Haute Précision, Moniteur de Température et Humidimètre Indicateur du Niveau de Confort pour Maison, Bureau
ThermoPro TP49 Petit Hygromètre Numérique Thermomètre Intérieur Thermomètre D'ambiance Moniteur de Température et Humidimètre pour Le Confort du Bureau à Domicile Thermomètre de Reptile
ThermoPro TP49 Petit Hygromètre Numérique Thermomètre Intérieur Thermomètre D'ambiance Moniteur de Température et Humidimètre pour Le Confort du Bureau à Domicile Thermomètre de Reptile
ThermoPro TP49 Petit Hygromètre Numérique Thermomètre Intérieur Thermomètre D'ambiance Moniteur de Température et Humidimètre pour Le Confort du Bureau à Domicile Thermomètre de Reptile
","['Shapeheart | Support Telephone velo magnétique | Avec pochette détachable etanche | Support telephone moto, vélo, trottinette, VTT | Porte telephone accessoire universel', 'Etendage à Linge Séchoir à Linge Etendoir à Linge Séchoir à vêtements 4 étages 4 Roues Ailes latérales Tubes en Acier Inoxydable Stockage Inferieur pour Chaussures', 'Amazon Brand - Umi Protège Matelas Imperméable et Respirante -Coton (100\xa0x\xa0200\xa0cm)', ""ThermoPro TP49 Petit Hygromètre Numérique D'intérieur Thermomètre D'ambiance Moniteur de Température et Humidimètre pour Le Confort du Bureau à Domicile Thermomètre de Reptile""]",3
"A user on a French online shopping platform has clicked the following list of products. Select the product that the user may interact with next.
Product Sequence: 
Qasyfanc Coque Protection Caméra Compatible avec Samsung Galaxy A13 4G avec Support de Bague et 2 Pièces Verre Trempé, Housse de Haute Qualité Silicone Mince, Noir
Qasyfanc Coque Protection Caméra Compatible avec Samsung Galaxy A13 4G avec Support de Bague et 2 Pièces Verre Trempé, Housse de Haute Qualité Silicone Mince, Violet
Qasyfanc Coque Protection Caméra Compatible avec Samsung Galaxy A13 4G avec Support de Bague et 2 Pièces Verre Trempé, Housse de Haute Qualité Silicone Mince, Noir
CENHUFO Coque Samsung A13 4G, Antichoc Housse avec Protection écran, 360 Degrés Full Body Protection Case Robuste Double Face Bumper Transparent Etui Intégrale Coque pour Samsung Galaxy A13 4G - Noir
CENHUFO Coque Samsung A12, Coque Samsung M12 Antichoc Housse avec Protection écran, 360° Protection Case Robuste Double Face Bumper Transparent Etui Intégrale Coque pour Samsung Galaxy A12 /M12 -Noir
CENHUFO Coque Samsung A13 4G, Antichoc Housse avec Protection écran, 360 Degrés Full Body Protection Case Robuste Double Face Bumper Transparent Etui Intégrale Coque pour Samsung Galaxy A13 4G - Noir
","['EBL Lot de 20 AAA Piles Rechargeables NI-MH 1100mAh Haute Capacité, 1.2V R03 Piles AAA Rechargeables avec Boîte de Stockage de Piles', '10,000 mAh Caméra Surveillance WiFi Extérieure Batterie Rechargeable, Lemnoi A103 Caméra IP Extérieure sans Fil 1080P, Étanche IP66, avec Détection PIR, Audio Bidirectionnel, Vision Nocturne', 'Trixie Harnais pour Chat Grand, Couleur Aléatoire (Lot de 1)', 'BENNALD Coque Samsung Galaxy A13 4G, Ultra Mince Premium TPU Premium Exact Fit/NO Bulkiness Souple Coque pour Samsung Galaxy A13 4G - Noir']",3
"A user on a French online shopping platform has clicked the following list of products. Select the product that the user may interact with next.
Product Sequence: 
SUPER MARIO 3D WORLD+BOWSER FURY [video game]
SUPER MARIO 3D WORLD+BOWSER FURY (Nintendo Switch) + Nintendo Switch Online - Abonnement 12 Mois | Code de téléchargement
Philips QP6550/30 OneBlade Pro Visage + Corps avec sabot réglable 14 hauteurs
Philips QP6550/30 OneBlade Pro Visage + Corps avec sabot réglable 14 hauteurs
Philips OneBlade Pro 360 Visage + Corps : rasoir et tondeuse à barbe électrique, avec sabot 14 hauteurs, système de protection pour zones sensibles et sabot corps clipsables (modèle QP6551/30)
Philips QP2530/30 OneBlade Rechargeable, 100% Étanche, 4 Sabots Clipsables Barbe de 3 Jours Inclus
","['Philips OneBlade Face + Body, Taillez, Stylisez, Rasez, Toutes les longueurs de poils, 1 lame pour le visage et 1 lame pour le corps, 4 accessoires (modèle QP2620/20)', 'KETOTEK 3 Pièces Thermomètre Hygromètre Interieur Numérique Thermo-Hygromètre Digital Moniteur de Température et Humidimètre Indication du Niveau de Confort pour Chambre Bebe Bureau à Domicile', 'Amazon Basics Professional Lot de 6\xa0ampoules LED Culot Edison à vis E27 Équivalent 60\xa0W Blanc chaud Intensité non variable', 'Samsung Écouteurs Bluetooth sans fil Galaxy Buds Live avec réduction du bruit (ANC), batterie longue durée, son par AKG, ajustement confortable, noir (version allemande), chrome']",0
"A user on a French online shopping platform has clicked the following list of products. Select the product that the user may interact with next.
Product Sequence: 
Bandai - Pokémon - Ceinture Clip 'N' Go - 1 ceinture, 1 Poké Ball, 1 Nest Ball et 1 figurine 5 cm Bulbizarre - Accessoire pour se déguiser en Dresseur Pokémon - JW2715
Bandai - Pokémon - Ceinture Clip 'N' Go - 1 ceinture, 1 Quick Ball, 1 Premier Ball et 1 figurine 5 cm Flambino (Scorbunny) - Accessoire pour se déguiser en Dresseur Pokémon - JW2716
Pokémon Violet
Pokémon Violet Standard | Nintendo Switch – Code jeu à télécharger
Pokémon Violet
Pokémon Écarlate
","['Rasoir à Barbe par Sapiens - Rasoir Droit de Barbier avec 10 Lames de Rasoir Derby (20 Demi Lames) et Étui Protecteur - Coupe Choux Barbe à Lame Interchangeable - Rasoir Homme Manuel - Black Edition', 'MOULEI Lampe UV Sèche Ongles,120W UV LED Séchoir à Ongles Professionnel Automatique, Séchage Rapide 4 Minuterie de 10s/30s/60s/99s,Grand LCD Ecran, Base Amovible,pour Vernis Semi Permanent Gel Vernis', 'Fitbit Sense, La Montre Connectée Intelligente pour La Santé Via des Outils pour La Suivi Cardiaque, La Gestion du Stress & L’Évolution de La Température Cutanée, Blanc lunaire/acier', 'Ravensburger Spider-man Marvel Spiderman – Puzzle de 4 (12, 16, 20, 24 pièces) pour enfants à partir de 3 ans, 6915, 0']",0
"A user on a French online shopping platform has clicked the following list of products. Select the product that the user may interact with next.
Product Sequence: 
Sweat Plaid, Sweat à Capuche Couverture Pull Capuchon Sherpa Peluche à Manches TV Plaids Couvertures Adulte Femme Homme Unisexe
Sweat Plaid, Sweat à Capuche Couverture Pull Capuchon Sherpa Peluche à Manches TV Plaids Couvertures Adulte Femme Homme Unisexe
Sweat Plaid, Sweat à Capuche Couverture Pull Capuchon Sherpa Peluche à Manches TV Plaids Couvertures Adulte Femme Homme Unisexe
Sweat Plaid, Sweat à Capuche Couverture Pull Capuchon Sherpa Peluche à Manches TV Plaids Couvertures Adulte Femme Homme Unisexe
Hansleep Pull Plaid à Capuche, Pull Polaire Femme Homme, Flannel Blanket Hoodie, Wearable Couverture a Capuche Sherpa Adulte avec Manche et Poche, Géant Chaud Doux, Gris, 84x110 cm
Hansleep Pull Plaid à Capuche, Pull Polaire Femme Homme, Flannel Blanket Hoodie, Wearable Couverture a Capuche Sherpa Adulte avec Manche et Poche, Géant Chaud Doux, Gris, 85x148 cm
Hansleep Pull Plaid à Capuche, Pull Polaire Femme Homme, Flannel Blanket Hoodie, Wearable Couverture a Capuche Sherpa Adulte avec Manche et Poche, Géant Chaud Doux, Bleu Marin, 85x148 cm
","['Lutin Farceur de Noel Fille Accessoire | Elf on the Shelf MagiFreez Fée arc-en-ciel | Accessoires Lutin Farceur | Vetement Lutin Farceur Noel | Elfe de Noel Farceur Fille Accessoires (elfe non inclus)', 'UNI POSCA Gift Box 24 pièces assorties bouchon Jaune', 'Hansleep Pull Plaid à Capuche, Pull Polaire Femme Homme, Flannel Blanket Hoodie, Wearable Couverture a Capuche Sherpa Adulte avec Manche et Poche, Géant Chaud Doux, Bleu Marin, 84x110 cm', 'Playmobil- Jouet, 70259']",2
"A user on a French online shopping platform has clicked the following list of products. Select the product that the user may interact with next.
Product Sequence: 
DEDC 10 pcs Chaussettes à Neige Voiture 185-225 mm, Chaînes à Neige Jaunes, Câbles de Traction Urgence Réglables Antidérapants Chaîne de Pneu Voiture, Fit Universal Voitures SUV Camions
Good Year GOD8011 Chaînes Ultra Grip Taille M, Blanc
Goodyear GOD8010 Ultra chaînes Grip Taille S
Good Year GOD8012 Chaînes Ultra Grip Taille L, L
1 Jeu de 2 chaînes textiles pour neige Tribologic Classic Taille 62. Rapide et facile à installer. Consultez les applications de la table.
ISSE ISSEC60054 Chaine Neige Textile Classic Taille 54
XL Perform Tools 450451 Chaussettes à Neige Textiles Homologuées, TX1
XL Perform Tools 450455 Chaussettes à Neige Textiles Homologuées, TX5
XL Perform Tools 450452 Chaussettes à Neige Textiles Homologuées, TX2
","[""Silknet Housse pneu neige universel&nbsp;-&nbsp;Taille 70&nbsp;-&nbsp;S'adapte &agrave; 215/55&nbsp;R16, 225/50&nbsp;R17&nbsp;et plus"", 'Kilomètre zéro : Le chemin du bonheur', 'Safety 1st Manga Fix Siège Auto ISOFIX, Rehausseur Voiture Enfant, Rehausseur ISOFIX, Groupe 3 (22-36 kg), de 6 à 12 ans, Pixel Grey (gris)', 'HOOBRO Grand portemanteau, Vestiaire, Meuble d’entrée avec 6 pochettes de rangement et 9 Crochets Amovibles, Étagère à Chaussures à 3 Niveaux, 80 x 30 x 180 cm, Marron Rustique et Noir EBF24MT01']",0
"A user on a French online shopping platform has clicked the following list of products. Select the product that the user may interact with next.
Product Sequence: 
LEGO 76910 Speed Champions Aston Martin Valkyrie AMR Pro & Vantage GT3, 2 Modèles de Voitures de Course, Jouet à Collectionner pour Enfants
Cinereplicas Harry Potter - Calendrier de l'Avent Deluxe 2022 - Licence officielle
Cinereplicas Harry Potter - Calendrier de l'Avent 2022 - Licence officielle
Harry Potter Calendrier De L’Avent, Advent Calendar 2022 avec 24 Surprises Enfant Fille - Bijoux, Accessoires Cheveux, Badge Gryffondor, Porte Clé, Autocollant Et Stylo Baguette Magique
Pokémon TCG : Calendrier de Vacances (8 Cartes, 6 boosters et Plus)
Lego 76406 Harry Potter Le Magyar à Pointes, Figurine et Jouet de Dragon à Collectionner, Décoration de Chambre, Idée de Cadeau Anniversaire
","['HP Home and Office - Papier Multifonction Blanc 80 g/m² A4 - Carton de 3 x 500 Feuilles', 'Thomson Casque sans fil TV ""WHP3001BK"" (Over-Ear, avec station de recharge système, PLL, portée 100 m, 863 MHz, sans fil) Noir', 'LEGO 42138 Technic La Ford Mustang Shelby GT500, Maquette de Voiture, Jouet de Course à Construire à Rétrofriction, Appli AR, Idée Cadeau Enfants 9 Ans', 'Blédina Bledidej Céréales Saveur Biscuitée dès 6 mois 4 Briques x 250 ml']",2
"A user on a French online shopping website has just viewed the following sequence of products. What product may the user view next?
Product Sequence: 
POUXIT FLASH - Lotion spray anti-poux et lentes - Traitement en 1 application de 5 minutes seulement - Peigne inclus - 150 ml
POUXIT - Baume décolleur de lentes - Peigne inclus - 10 fois plus efficace que le peignage seul - 100ml
DUO LP PRO Lotion Anti-Poux et Lentes – Lotion 100% efficace* – 150 ml - Peigne anti-poux fin inclus - Haute tolérance et sans insecticide - Dès 6 mois
DUO LP PRO Lotion Anti-Poux et Lentes, Lotion 100% efficace*, 200 ml - Peigne anti-poux fin inclus - Haute tolérance et sans insecticide - Dès 6 mois
POUXIT FLASH - Lotion spray anti-poux et lentes - Traitement en 1 application de 5 minutes seulement - Peigne inclus - 150 ml
POUXIT - Baume décolleur de lentes - Peigne inclus - 10 fois plus efficace que le peignage seul - 100ml
","['LEGO 76901 Speed Champions Toyota GR Supra – Jouet Voiture de Course avec Pilote, Enfant 7 Ans et Plus', 'MARIE ROSE Shampoing Anti Poux/Lentes Format 125 ml', ""70 Yards Bande d'Ourlet à Repasser Rouleau de Ruban à Ourlet sans Couture en Tissu Web Extra Large Ruban à Repasser avec Ruban à Mesurer pour Jeans Rideaux Pantalons (40 mm de Large)"", 'Terraillon Balance de Cuisine, Tare, Conversions Liquides, Ultra-Fine, Portée 3 kg, T1040 Detox, Rouge']",1
"A user on a French online shopping platform has clicked the following list of products. Select the product that the user may interact with next.
Product Sequence: 
Minecraft switch standard
Minecraft Dungeons - Hero Edition [video game]
Nintendo Switch Sports
Nintendo Switch Sports (Nintendo Switch) + Carte Nintendo eShop 15 EUR (Code de téléchargement)
Minecraft switch standard
Carte Nintendo eShop 100 EUR | Code de téléchargement (EU) | Switch
","[""Rubie's - Déguisement classique Miraculous Chat Noir - M"", 'Toblerone – Assortiment de Mini Barres en Chocolat – Chocolats de Noël – 1 Boîte Métal 368 g', 'Carte Nintendo eShop 15 EUR | Code de téléchargement (EU) | Switch', 'Crème Fouettée Cheveux Ondulés et Bouclés Activilong Acticurl Aloe Vera Glycérine Pitaya 300 ml']",2
"A user on a French online shopping platform has clicked the following list of products. Select the product that the user may interact with next.
Product Sequence: 
JETech Coque à Paillettes pour iPhone 11, 6,1 Pouces, Housse de Téléphone Bling Pailletée Antichoc, Mignon étui Brillant pour Femmes et Filles (Bleu)
JETech Coque à Paillettes pour iPhone 11, 6,1 Pouces, Housse de Téléphone Bling Pailletée Antichoc, Mignon étui Brillant pour Femmes et Filles (Transparente)
DOMAVER Coque Compatible avec iPhone 11 Housse Mauve Protective Anti-Rayure Anti Choc Gel Case Ultra Fine Étui en Silicone Liquide Protection Téléphone iPhone 11 6.1"" Lilas Violet
DOMAVER Coque iPhone 11 Silicone Liquide Doublure en Microfibre Douce Housse Protective Etui Anti-Rayure Anti Choc Gel Case Ultra Fine Étui Protection Téléphone iPhone 11 6.1"" Bleu Ciel
DOMAVER Coque iPhone 11 Silicone Liquide Doublure en Microfibre Douce Housse Protective Etui Anti-Rayure Anti Choc Gel Case Ultra Fine Étui Protection Téléphone iPhone 11 6.1"" Vert Forêt
Coque iPhone 11, DOMAVER Silicone Liquide Doublure en Microfibre Douce Etui AntiRayure Antichoc Gel Case Ultra Fine Étui Protection Téléphone iPhone 11 Housse 11 6.1"" Blanche
","['Coque iPhone 11, DOMAVER Silicone Liquide Doublure en Microfibre Douce Etui AntiRayure Antichoc Gel Case Ultra Fine Étui Protection Téléphone iPhone 11 Housse 11 6.1"" Brune Caramel', ""PAW Patrol LA PAT' PATROUILLE – CAMION PAT' PATROUILLEUR 2 EN 1 TRUE METAL– Jouet Camion Pat' Patrouilleur 2 en 1 avec Circuit, Véhicule et Accessoires Intégrés – – 6053406– Jouet Enfant 3 Ans et +"", ""Bosch Balais d'Essuie–Glace Plats Aerotwin Retrofit AR653S, Longueur: 650mm/400mm – 1 Paire de Balais avant"", 'Brosse WC en Silicone avec Support Mural pour Salle de Bain, séchage Rapide, Nettoyage Professionnel en Profondeur (Noir)…']",0
"A user on a French online shopping platform has clicked the following list of products. Select the product that the user may interact with next.
Product Sequence: 
ABBIDOT Collier de Dressage pour Chien-3 Modes Collier Electrique pour Chien,16 Niveaux Statique Réglables,Portée de 910m,Collier étanche pour Petits,Moyens et Grands Chien(2 Colliers)
ABBIDOT Collier de Dressage pour Chien - 3 Modes Collier Electrique pour Chien,16 Niveaux Statique Réglables, Portée de 910m, Collier étanche pour Petits, Moyens et Grands Chiens(5-55 Kg)
ABBIDOT Collier De Dressage pour Chien - [2022 Amélioré] 5 Modes De Dressage,36 Niveaux De Chocs Sûrs,Portée De 1000m,Collier à Chocs 100% étanche pour Petits,Moyens Et Grands Chiens (6~55 Kg)
ABBIDOT Collier De Dressage pour Chien - [2022 Amélioré] 5 Modes De Dressage, 36 Niveaux De Chocs Sûrs, Portée De 1000m, Collier à Chocs 100% étanche pour Petits, Moyens Et Grands Chiens (6~55 Kg)
ABBIDOT Collier de Dressage pour Chien-3 Modes Collier Electrique pour Chien,16 Niveaux Statique Réglables,Portée de 910m,Collier étanche pour Petits,Moyens et Grands Chien(2 Colliers)
ABBIDOT Collier de Dressage pour Chien - 3 Modes Collier Electrique pour Chien,16 Niveaux Statique Réglables, Portée de 910m, Collier étanche pour Petits, Moyens et Grands Chiens(5-55 Kg)
","['Collier de Dressage pour Chiens, Collier de Dressage pour Petits, Moyens et Grands Chiens Rechargeable, Mode de Formation 3+1, Télécommande 500M, Colliers de Dressage pour Chien', 'Samsung Galaxy Buds2 écouteurs Bluetooth Graphite, intra-auriculaires, sans fil, Réduction active de bruit, Son environnant, IPX2, étui-chargeur, Son de qualité, Appel clair– Version FR', 'Ecouteurs Bluetooth sans Fil, Écouteurs Intra-Auriculaires Bluetooth 5.1, avec stéréo HiFi, Microphone, IP7 Étanche et 35 Heures Durée de Lecture pour iPhone/Android/Samsung', 'Huile de Coco Bio - 1L']",0
"A user on a French online shopping website has just viewed the following sequence of products. What product may the user view next?
Product Sequence: 
Couette blanche 450GR/M² ""FABRICATION FRANCAISE"" (2 places) 220 x 240
Utopia Bedding Couette Légère 220 x 240 cm, Couette 4 Saisons, pour lit 2 Personnes, Couverture en Microfibre (Blanc)
Utopia Bedding Couette Légère 135 x 200 cm, Couette 4 Saisons, pour lit 1 Personne, Couverture en Microfibre (Blanc)
Utopia Bedding Couette Légère 135 x 200 cm, Couette 4 Saisons, pour lit 1 Personne, Couverture en Microfibre (Beige)
Utopia Bedding Couette Légère 220 x 240 cm, Couette 4 Saisons, pour lit 2 Personnes, Couverture en Microfibre (Beige)
Utopia Bedding Couette Légère 220 x 240 cm, Couette 4 Saisons, pour lit 2 Personnes, Couverture en Microfibre (Blanc)
Utopia Bedding Couette Légère 135 x 200 cm, Couette 4 Saisons, pour lit 1 Personne, Couverture en Microfibre (Bleu Marine)
","['Bodum Bistro - Mug avec Anse - en Verre Trempé - 35 cl', 'COLLAGENE MARIN - Type 1 & 2 BREVETÉ Pur et Naturel - Vitamines A, C & E Végétales - Nutrimea - Hydratation de la Peau - Protège Os et Articulations - 900 mg - 90 Gélules - Fabriqué en France', 'Utopia Bedding Couette Légère 220 x 240 cm, Couette 4 Saisons, pour lit 2 Personnes, Couverture en Microfibre (Bleu Marine)', 'ProCase Coque iPad 9.7, Housse iPad 6, iPad 5, Modèle A1822 A1823 A1893 A1954, Étui Protection iPad 2018, iPad 2017–Noir']",2
"A user on a French online shopping platform has clicked the following list of products. Select the product that the user may interact with next.
Product Sequence: 
Goliath - Esquissé 6 joueurs - Jeu d'ambiance - à partir de 8 ans- Jeu de société - Jeu de dessin
Goliath - Esquissé 8 joueurs - Jeu d'ambiance - à partir de 8 ans- Jeu de société - Jeu de dessin
Goliath - Esquissé 6 joueurs - Jeu d'ambiance - à partir de 8 ans- Jeu de société - Jeu de dessin
Goliath - Esquissé 8 joueurs - Jeu d'ambiance - à partir de 8 ans- Jeu de société - Jeu de dessin
Goliath - Esquissé 8 joueurs - Jeu d'ambiance - à partir de 8 ans- Jeu de société - Jeu de dessin
Tu te mets combien ? TTMC- TTMC (Tu Te Mets Combien) -Jeu de Société-Ambiance-Quiz Culture générale, 130010046,
Tu te mets combien ? TTMC- Extension 130 Cartes / +1000 Questions TTMC (Tu Te Mets Combien) -Jeu de Société Ambiance et Quiz Culture générale, 130010892
","['Amzeeniu Peinture Visage Corps Kit 26PCS,Palette de Maquillage pour Enfants,Maquillage pour Le Corps et Peinture Peinture Kit pour Maquillage Enfant Carnaval Noël Maquillage Halloween', 'GREENDOSO® Sucre Barbe à Papa pour Machine (5x350 gr) – Arômes & Colorants Naturels – Lot de 5 Goûts (Fraise / Cola / Pomme / Marshmallow / Vanille) – 50 Bâtonnets + Cuillère Doseuse–MADE IN FRANCE', 'Days of Wonder - Les Aventuriers du Rail : Europe - Unbox Now - Jeu de société - À partir de 8 ans - Compatible avec Alexa', 'Zenitech-Prolongateur ménager 16A HO5VV-F 3G1 Blanc 1,90m - Zenitech']",2
"A user on a French online shopping website has just viewed the following sequence of products. What product may the user view next?
Product Sequence: 
Varta Silver Dynamic E44 Batterie Voitures, 12 V 77Ah 780 Amps (En)
Varta Silver Dynamic C6 Batterie Voitures, 12 V 52Ah 520 Amps (En)
Varta Blue Dynamic EFB N70, 70 Ah 760 A
Varta Silver Dynamic C6 Batterie Voitures, 12 V 52Ah 520 Amps (En)
Varta Silver Dynamic E44 Batterie Voitures, 12 V 77Ah 780 Amps (En)
Varta Silver Dynamic E44 Batterie Voitures, 12 V 77Ah 780 Amps (En)
Varta Silver Dynamic C6 Batterie Voitures, 12 V 52Ah 520 Amps (En)
Varta Blue Dynamic EFB N70, 70 Ah 760 A
","['Silverlit- EXOST-Voiture Télécommandée-Storm-Essieux Indépendants-Cascades Assurées-Jouet Echelle 1:18 20251, NC', 'Bosch S4E08 - Batterie Auto - 70A/h - 760A - Technologie EFB - adaptée aux Véhicules avec Start/Stop', 'Max Le Dinosaure de Berlin – Jouet Dinosaure Télécommandé – Mouvements Réalistes & Sons d’Ambiance – Robot Radiocommandé avec Manette de Contrôle – Garcon & Fille - Livre Offert', 'Probuk Clé USB C 64 GO Clef USB C & USB A OTG Type C 2 en 1 Pen Drive Portable Mémoire Stick USB Flash Drive 64Giga Étanche en métal，pour Ordinateur Portable/PC/Voiture/Tablette/Smartphone/TV']",1
"A user on a French online shopping platform has clicked the following list of products. Select the product that the user may interact with next.
Product Sequence: 
Acce2S - Chargeur USB Original 2A + Câble USB-C 1m pour Samsung Galaxy S21+ - S21 Ultra - S21 - S20 FE - S20+ - S20 Ultra - S20 - S10e - S10 - S10+ - S9 + - S8 - S8+
25W Chargeur Samsung USB C, Chargeur Rapide pour Samsung S22 ultra/S21/ S21 5g/ S20/ S20 fe 5g/ a13/ a53/ a33 5g/ S10/ S8/ S9/ Note20/ Note10, Chargeur Samsung et 1.5M C vers C Cable
Samsung EP-TA20EBE - Chargeur USB-C original à charge rapide pour Galaxy S8, S8+, Note 8 Noir 1,5 m
Samsung EP-TA20EWE Chargeur Rapide Type C avec câble de Chargement Rapide USB Type C pour Galaxy S8 S8 + S9 Plus S9+ A3 A5 A7 2017 USB-C Blanc [Version EU]
KAIMENGLONG Adaptive Chargeur Rapide pour Samsung Galaxy S22 S21 S21FE S21+ S20FE S20 S20 Ultra S10 S10e S9 S8 A72 A71 A52 A51 A53 5G/Note20/10/9/Pixel 2/3/XL avec kit de Câble USB Type C Blanc 1,5 m
KAIMENGLONG Adaptateur Secteur pour Samsung Galaxy S22 S21 S21FE S21+ S20FE S20 S20 Ultra S20FE S10 S10e S9 S8 A80 A72 A71 A53 5G A52 A51 A50/Note 20/10/9 avec kit de Câble USB Type C 1,5 m, Noir
","['Arkopharma - lot de 2 boites Arkovital Acerola 1000 - gout fruits rouges - 60 Comprimés à Croquer', 'Samsung Câble USB 15W Noir, USB-A vers USB-C, 1,5m, Version FR', 'NIVEA Q10 Power Soin de Jour Anti-Rides +Fermeté FPS15 (1x50ml), crème anti-âge enrichie en Q10 & avec 10X plus de créatine, crème hydratante, soin visage femme', 'WD_Black P10 2To - Disque dur portable externe gaming pour un accès mobile à votre bibliothèque de jeux, fonctionne sur console et PC']",1
"A user on a French online shopping platform has clicked the following list of products. Select the product that the user may interact with next.
Product Sequence: 
Bandai - Tamagotchi - Tamagotchi Original - Galaxy - Animal électronique virtuel avec écran, 3 Boutons et Jeux - 42933
Bandai - Tamagotchi - Tamagotchi original - Flowers - Animal électronique virtuel avec écran, 3 boutons et jeux - 42888
Bandai - Tamagotchi - Tamagotchi original - Purple Pink Clock - Animal électronique virtuel avec écran, 3 boutons et jeux - 42889
Bandai - Tamagotchi - Tamagotchi original - Edition Heart - Animal électronique virtuel avec écran, 3 boutons et jeux - 42936
Bandai - Tamagotchi - Tamagotchi Original - Ice Cream - Animal électronique virtuel avec écran, 3 Boutons et Jeux - 42922
Bandai - Tamagotchi - Tamagotchi Original - Lightning - Animal électronique virtuel avec écran, 3 Boutons et Jeux - 42923
","['Talkie walkie Longue portée 88E【Version Mise à Niveau du 888S】 Walkie Talkies Vox Rechargeable Pmr 446 MHz 16 Canaux, avec des écouteurs Originaux Construit en Torche LED (2 pcs)', 'EXTRASTAR Multiprise USB Cube , Bloc Multiprises avec 4 Prises et 2 Ports USB, Chargeur USB Multiple, Multiprise Electrique pour Bureau, Maison, Peut être installé au Mur, sur la Table, 1,5 m, Blanc', 'Bandai - Tamagotchi - Tamagotchi original - Logo - Bandai - Tamagotchi - Tamagotchi original - Sakura - Animal électronique virtuel avec écran, 3 boutons et jeux - 42921', 'Spigen Tough Armor Coque Antichoc Compatible avec iPhone 12 Pro Compatible avec iPhone 12 - Bleu Marin']",2
"A user on a French online shopping platform has clicked the following list of products. Select the product that the user may interact with next.
Product Sequence: 
Demon Slayer T05
Demon Slayer T05
Demon Slayer T06
Demon Slayer T06
Demon Slayer T07
Demon Slayer T08
Demon Slayer T09
","['Demon Slayer T10', 'Lot de 10 bacs à glaçons en silicone avec couvercle, peu encombrant et empilable, Ice Tray Ice Cube, certifié LFGB et sans BPA, bacs à glaçons carrés faciles à enlever Vert/Bleu', 'VTech – Kidizoom Duo 5.0 – Bleu – Appareil Photo Enfant – Appareil Photo Numérique – Version FR', ""L.O.L. Surprise! Calendrier de l'Avent 2021 118510GR""]",0
